n,tp,tn,fp,fn,accuracy,actual_up_rate,predicted_up_rate,precision_up,recall_up,f1_up,precision_down,recall_down,f1_down,model_name
4408,587,1770,587,1464,0.5347096188747731,0.46529038112522686,0.26633393829401086,0.5,0.2862018527547538,0.364031007751938,0.5473098330241187,0.7509546033092914,0.633160436415668,gradient_boosted_trees
4408,420,2011,346,1631,0.551497277676951,0.46529038112522686,0.17377495462794917,0.5483028720626631,0.20477815699658702,0.2981895633652822,0.5521691378363537,0.8532032244378447,0.6704450741790298,logistic_regression
4408,282,2135,222,1769,0.5483212341197822,0.46529038112522686,0.11433756805807622,0.5595238095238095,0.13749390541199416,0.22074363992172216,0.546875,0.9058124734832415,0.6819996805622105,random_forest
