endpoint_name,samples,avg_ms,median_ms,min_ms,max_ms,p95_ms
alerts_latest,30,11.141232533069948,6.391555994923692,4.5917530078440905,146.63614000892267,8.449574990663677
dashboard_snapshot,30,13.007484269231403,12.920562003273517,9.74634000158403,18.958984001073986,16.647816009935923
health,5,9.347132197581232,6.824832991696894,6.090132999815978,20.432057994185016,7.115122003597207
market_latest,30,6.8883724001352675,6.857237000076566,5.473925004480407,8.918499006540515,8.442537990049459
news_latest,30,6.5489294337263955,6.422575002943631,4.758978000609204,8.550468992325477,8.101875995635055
predictions_latest,30,6.544972599173586,6.550505000632256,5.070519997389056,8.361123007489368,7.6458480034489185
system_summary,30,11.394748000020627,11.306278989650309,9.032330010086298,14.81319300364703,13.26918599079363
